,county,occupied_units,vacant_units,year,percent_occupied,total_units
40,"Jefferson County, Ohio",29130,3895,2010,0.8820590461771385,33025
41,"Knox County, Ohio",22582,2237,2010,0.909867440267537,24819
42,"Lake County, Ohio",94211,6135,2010,0.9388615390748012,100346
43,"Lawrence County, Ohio",24631,3056,2010,0.8896232889081518,27687
44,"Licking County, Ohio",62569,5829,2010,0.914778209889178,68398
45,"Logan County, Ohio",18398,4732,2010,0.7954172070903588,23130
46,"Lorain County, Ohio",114479,11067,2010,0.9118490433785226,125546
47,"Lucas County, Ohio",179000,23659,2010,0.8832570968967576,202659
48,"Madison County, Ohio",14745,1100,2010,0.9305774692331966,15845
49,"Mahoning County, Ohio",99024,13293,2010,0.8816474799006384,112317
50,"Marion County, Ohio",24863,2839,2010,0.8975164248068731,27702
51,"Medina County, Ohio",64202,3604,2010,0.946848361501932,67806
52,"Meigs County, Ohio",9675,1506,2010,0.8653072176012879,11181
53,"Mercer County, Ohio",15606,1826,2010,0.8952501147315283,17432
54,"Miami County, Ohio",41087,2729,2010,0.9377168157750594,43816
55,"Monroe County, Ohio",6174,1376,2010,0.817748344370861,7550
56,"Montgomery County, Ohio",223660,31165,2010,0.8777003826155204,254825
57,"Morgan County, Ohio",6187,1713,2010,0.7831645569620254,7900
58,"Morrow County, Ohio",13037,892,2010,0.9359609447914423,13929
59,"Muskingum County, Ohio",34121,3523,2010,0.9064127085325683,37644
60,"Noble County, Ohio",4904,1078,2010,0.8197927114677366,5982
61,"Ottawa County, Ohio",17933,9723,2010,0.6484307202776974,27656
62,"Paulding County, Ohio",7661,1127,2010,0.8717569412835685,8788
63,"Perry County, Ohio",13554,1487,2010,0.9011368924938501,15041
64,"Pickaway County, Ohio",19045,1920,2010,0.9084187932268066,20965
65,"Pike County, Ohio",10643,1779,2010,0.8567863468040573,12422
66,"Portage County, Ohio",61819,5041,2010,0.9246036494166916,66860
67,"Preble County, Ohio",16392,1502,2010,0.9160612495808651,17894
68,"Putnam County, Ohio",12891,772,2010,0.94349703579009,13663
69,"Richland County, Ohio",48557,6200,2010,0.8867724674470844,54757
70,"Ross County, Ohio",28107,3768,2010,0.8817882352941177,31875
71,"Sandusky County, Ohio",24109,2276,2010,0.9137388667803676,26385
72,"Scioto County, Ohio",30162,4188,2010,0.8780786026200873,34350
73,"Seneca County, Ohio",22138,2078,2010,0.9141889659729104,24216
74,"Shelby County, Ohio",18488,1561,2010,0.9221407551498828,20049
75,"Stark County, Ohio",150921,13903,2010,0.9156494199873805,164824
76,"Summit County, Ohio",223122,21192,2010,0.9132591664824775,244314
77,"Trumbull County, Ohio",86463,9900,2010,0.8972634724946297,96363
78,"Tuscarawas County, Ohio",36128,3914,2010,0.9022526347335298,40042
79,"Union County, Ohio",17826,1303,2010,0.9318835276282085,19129
80,"Van Wert County, Ohio",11472,1179,2010,0.9068057861038653,12651
81,"Vinton County, Ohio",5349,869,2010,0.8602444515921518,6218
82,"Warren County, Ohio",74144,4735,2010,0.9399713485211526,78879
83,"Washington County, Ohio",25373,3034,2010,0.8931953391769635,28407
84,"Wayne County, Ohio",42395,3301,2010,0.9277617296918768,45696
85,"Williams County, Ohio",14953,1767,2010,0.8943181818181818,16720
86,"Wood County, Ohio",48636,4279,2010,0.9191344609279033,52915
87,"Wyandot County, Ohio",9169,687,2010,0.9302962662337663,9856
